tower_temperature,input_voltage,current_consumption,wind_speed,humidity,connected_users,data_traffic_gb,signal_strength,power_outages_24h,tower_age_years,active_antennas,backup_battery_charge,packet_error_rate,days_since_maintenance,tower_status,tower_type_3G,tower_type_4G,tower_type_5G
15.0,225.6,120.0,53.64,95.0,3500,258.4,-29.31,3,25,3,48.43,4.46,86,0,1,0,0
85.0,190.38,104.56,0.0,27.11,895,273.92,-26.07,4,25,12,100.0,16.61,128,0,0,0,1
21.92,193.77,120.0,26.56,51.46,1351,500.0,-26.4,0,10,3,75.61,1.63,196,0,0,1,0
34.07,250.0,20.0,49.64,39.57,3500,482.22,-26.46,7,6,9,69.47,10.04,41,0,0,0,1
15.0,207.21,20.0,32.26,89.14,3041,434.73,-20.0,1,12,12,99.04,3.3,86,0,1,0,0
85.0,180.0,20.0,28.1,50.9,3500,54.41,-20.0,3,8,9,95.2,2.53,285,0,0,1,0
63.1,213.5,20.0,14.07,95.0,3450,115.62,-24.01,4,4,9,30.73,20.43,79,1,0,0,1
37.38,180.0,102.6,67.11,75.67,1364,201.73,-35.51,6,3,12,41.23,4.85,70,0,1,0,0
39.47,224.84,62.69,0.0,32.53,1273,500.0,-56.54,2,2,9,98.03,7.16,458,0,0,1,0
77.46,233.7,120.0,38.2,38.1,3500,59.75,-20.0,7,12,3,22.35,1.21,344,0,0,1,0
85.0,180.0,20.0,0.0,60.55,1976,172.94,-50.48,1,12,6,85.69,0.4,23,0,0,1,0
67.07,244.34,106.84,27.26,10.0,2538,376.28,-68.91,4,25,3,84.39,8.38,22,0,0,1,0
15.0,234.44,92.99,0.0,15.47,1009,358.41,-73.41,2,25,9,84.62,4.87,91,0,0,1,0
15.0,219.57,120.0,74.29,86.2,2075,235.18,-20.0,10,25,6,17.81,3.42,260,0,0,1,0
15.0,250.0,78.52,7.3,38.46,1638,29.6,-20.0,4,25,10,16.39,0.83,170,1,1,0,0
51.83,198.06,20.0,113.35,84.45,3500,500.0,-20.0,5,25,12,3.16,11.81,101,0,1,0,0
65.4,205.78,120.0,14.64,67.08,3500,210.94,-107.49,3,19,6,7.5,8.12,315,0,1,0,0
15.0,202.28,120.0,0.0,64.9,3500,240.44,-93.27,1,1,12,100.0,2.08,125,0,0,1,0
26.1,240.64,86.03,17.83,42.99,35,245.37,-20.0,0,3,12,71.36,3.88,25,0,1,0,0
69.63,250.0,120.0,0.0,70.47,501,250.43,-20.0,2,0,12,96.51,5.45,193,0,0,1,0
46.81,202.17,20.0,0.0,62.82,513,500.0,-20.0,2,1,3,95.32,2.14,34,0,0,0,1
15.0,218.57,69.18,5.85,75.36,2020,28.01,-37.84,1,25,6,43.47,2.77,96,0,0,0,1
41.92,188.25,20.0,0.0,22.87,3500,44.38,-79.21,3,13,6,100.0,7.64,287,0,1,0,0
22.03,236.12,47.39,95.88,33.1,783,337.86,-71.52,1,12,12,68.34,1.93,114,0,1,0,0
35.84,244.87,20.0,24.89,41.4,2833,205.48,-20.0,5,23,12,74.8,4.53,45,0,0,1,0
84.52,206.85,86.54,46.9,45.68,550,37.08,-20.0,7,9,0,81.65,14.61,266,1,0,1,0
46.28,250.0,120.0,66.98,10.0,3500,329.5,-110.0,1,25,9,73.53,4.27,106,0,0,1,0
23.54,250.0,20.0,30.21,21.94,1277,471.51,-79.69,2,7,3,100.0,2.51,196,0,0,0,1
33.34,217.03,73.27,0.0,38.19,2820,292.5,-20.0,1,8,6,100.0,6.8,105,0,0,1,0
15.0,212.97,120.0,0.0,11.99,3500,488.66,-83.25,2,5,3,97.27,3.11,227,0,0,1,0
82.04,227.18,20.0,0.0,15.26,2335,190.04,-38.67,1,18,6,77.31,2.6,195,0,1,0,0
15.0,199.22,120.0,0.0,80.89,2687,438.35,-61.95,0,1,6,67.67,4.79,41,0,1,0,0
15.0,250.0,120.0,77.41,73.72,2293,81.98,-58.08,5,25,12,35.53,3.86,53,0,1,0,0
42.57,250.0,105.05,3.45,60.36,1630,109.56,-41.31,1,25,0,90.05,10.23,180,1,1,0,0
68.33,219.99,20.0,26.91,60.46,3500,500.0,-20.0,3,25,12,80.24,11.65,287,0,0,1,0
15.0,240.01,94.72,80.15,19.34,1071,214.11,-47.34,2,20,12,58.59,0.67,70,0,1,0,0
48.62,183.59,112.57,20.24,48.17,250,161.57,-110.0,1,25,6,84.01,10.83,90,0,1,0,0
42.16,201.06,20.0,0.0,48.19,1401,312.07,-23.18,3,13,6,73.52,2.4,417,0,0,0,1
22.63,228.89,20.0,65.32,84.97,3500,492.4,-20.0,1,13,6,61.14,8.49,130,0,0,1,0
70.4,239.42,120.0,13.35,26.49,2688,172.67,-110.0,10,1,3,59.65,4.5,77,0,0,1,0
15.0,250.0,120.0,108.17,74.43,513,225.82,-46.61,3,22,9,22.42,8.82,135,0,0,0,1
64.65,239.14,20.0,4.48,51.36,3500,206.07,-43.16,3,25,12,65.78,3.29,261,0,0,1,0
15.0,211.02,20.0,0.0,51.7,742,175.07,-20.0,2,16,6,36.91,5.15,379,0,0,1,0
16.16,202.54,20.0,0.0,51.83,520,132.6,-48.23,0,14,3,100.0,0.62,307,0,0,0,1
54.85,250.0,108.56,70.95,36.79,3300,22.55,-20.0,5,13,3,82.29,0.9,4,0,0,0,1
16.35,184.34,20.0,27.14,10.0,1637,500.0,-20.0,2,12,6,58.73,9.04,121,0,0,1,0
85.0,250.0,20.0,0.0,31.56,116,175.09,-20.0,5,7,6,100.0,6.18,303,0,0,0,1
15.0,250.0,120.0,0.0,59.25,316,260.01,-110.0,0,25,3,12.23,1.9,218,0,1,0,0
28.57,221.58,120.0,0.0,42.39,404,348.39,-55.12,3,21,9,59.88,1.93,301,0,0,0,1
19.24,225.68,84.59,38.37,79.5,2488,204.76,-51.83,1,15,9,82.83,0.95,116,0,1,0,0
85.0,205.53,119.21,0.0,95.0,157,116.56,-37.86,4,8,9,93.72,3.45,270,0,0,1,0
15.0,236.01,98.99,55.76,47.98,326,288.92,-93.2,2,17,9,75.99,0.29,133,0,0,0,1
59.94,250.0,20.0,0.0,85.15,3500,60.8,-20.0,0,4,9,39.0,10.04,212,0,0,1,0
15.0,180.0,120.0,81.47,47.62,3500,138.54,-110.0,0,14,9,46.65,2.76,42,0,0,0,1
83.57,203.6,120.0,0.0,83.87,1836,371.47,-68.67,11,24,6,82.73,13.25,480,1,0,0,1
24.15,221.09,120.0,0.0,77.14,244,321.19,-39.67,1,20,3,39.74,7.35,194,0,1,0,0
15.0,231.76,120.0,0.0,67.12,3500,500.0,-39.54,1,1,9,77.12,1.53,85,0,0,1,0
85.0,180.0,49.82,0.0,53.3,3500,56.26,-110.0,12,13,0,67.68,20.28,51,1,0,1,0
74.92,180.0,20.0,0.0,95.0,1786,153.46,-20.0,3,7,5,79.47,14.03,131,1,0,1,0
68.82,207.98,20.0,0.0,10.0,820,281.25,-47.77,2,11,12,100.0,6.45,51,0,1,0,0
15.0,197.25,20.0,120.0,10.0,1788,285.5,-69.81,1,24,6,37.1,12.87,402,0,0,1,0
36.31,198.93,75.44,0.0,66.17,3486,251.48,-83.59,7,9,6,90.75,6.93,299,0,1,0,0
15.0,210.63,88.76,105.69,40.51,262,349.66,-52.76,9,16,6,62.69,1.07,281,1,0,0,1
85.0,217.72,120.0,0.0,11.57,3500,500.0,-75.54,2,16,9,40.01,5.01,37,0,0,1,0
20.12,180.0,20.0,37.33,39.99,3500,247.43,-20.0,4,25,12,91.36,11.84,161,0,1,0,0
52.25,213.54,120.0,8.99,46.75,3500,138.28,-110.0,6,0,3,29.7,1.73,242,0,0,1,0
15.0,250.0,20.0,52.75,28.87,2605,492.41,-72.47,4,0,3,77.34,6.58,4,0,0,0,1
15.0,250.0,120.0,0.0,95.0,2468,500.0,-77.79,1,25,9,96.5,1.25,235,0,0,1,0
22.8,211.02,20.0,0.0,90.02,3500,168.09,-20.0,3,10,6,12.14,11.68,167,0,0,0,1
19.14,241.48,120.0,30.38,69.3,3500,144.64,-75.95,4,25,12,78.37,4.12,46,0,0,1,0
59.38,250.0,120.0,15.81,72.45,408,296.1,-53.12,6,15,9,75.28,1.76,20,0,0,0,1
30.3,244.31,20.0,0.0,60.31,2606,373.54,-20.0,2,17,6,100.0,8.76,213,0,0,1,0
16.6,244.87,120.0,0.0,94.02,3500,180.44,-20.0,5,5,9,83.05,0.02,388,0,0,1,0
85.0,209.1,30.05,0.0,95.0,816,119.47,-94.31,11,14,2,87.08,11.27,310,1,0,1,0
44.81,228.24,20.0,0.0,79.77,1654,189.36,-55.16,2,0,6,100.0,5.33,50,0,0,1,0
15.0,181.76,36.3,43.08,49.71,2793,440.04,-62.87,5,19,9,31.74,0.43,165,0,0,0,1
25.15,180.43,20.0,0.0,55.48,747,500.0,-20.0,5,2,3,79.6,4.1,20,0,0,1,0
62.78,243.09,20.0,0.0,95.0,3289,96.91,-37.08,11,22,9,95.69,13.84,148,0,1,0,0
23.04,206.87,28.45,9.81,58.77,1513,86.31,-20.0,1,12,6,90.15,7.08,51,0,0,1,0
70.73,219.51,114.0,0.0,45.88,3500,407.24,-72.48,7,25,9,46.91,5.57,23,0,0,1,0
57.18,226.81,20.0,16.57,63.74,3500,500.0,-41.94,6,4,6,95.26,2.53,28,0,0,1,0
17.94,215.11,20.0,0.0,70.92,738,47.15,-20.0,0,1,9,86.55,3.5,8,0,0,1,0
51.12,225.1,89.2,6.81,76.83,3272,271.93,-40.15,4,23,6,60.17,2.96,248,0,0,0,1
71.98,238.46,120.0,44.68,48.74,3500,500.0,-20.0,4,10,12,73.44,3.49,133,0,1,0,0
43.06,235.9,20.0,0.0,21.67,478,280.39,-30.93,3,11,9,90.97,6.61,517,0,0,0,1
43.32,210.61,20.0,3.51,36.67,3500,100.65,-31.61,3,0,12,38.5,8.02,13,0,0,0,1
42.82,237.1,120.0,29.02,47.01,1116,403.32,-65.86,6,14,12,40.18,2.96,542,0,0,1,0
15.0,210.83,120.0,86.85,25.84,3500,450.37,-110.0,5,5,12,75.0,3.19,396,0,0,1,0
32.36,236.77,46.57,0.0,95.0,3500,395.55,-64.15,3,15,9,25.77,5.82,37,0,0,1,0
17.76,225.73,120.0,0.0,95.0,1034,500.0,-101.58,5,25,12,24.84,4.24,475,0,0,1,0
75.33,218.27,20.0,0.0,10.0,593,333.49,-60.91,1,5,12,100.0,5.49,98,0,0,0,1
47.74,246.31,20.0,43.53,57.34,3500,392.79,-20.0,8,15,9,18.98,9.58,211,0,0,1,0
74.51,198.88,32.56,0.0,28.87,2037,129.79,-31.07,2,0,9,88.04,0.19,180,0,0,1,0
46.99,196.13,20.0,0.0,95.0,3500,313.5,-34.94,7,25,6,87.72,13.72,119,0,0,1,0
44.41,214.54,20.0,44.24,20.86,3500,500.0,-20.0,0,25,12,40.06,13.04,47,0,1,0,0
84.98,203.63,29.04,35.0,37.13,3500,339.13,-53.12,1,10,9,59.68,5.32,185,0,0,0,1
52.41,204.72,20.0,0.0,44.55,1706,183.56,-20.0,0,0,3,89.75,8.37,274,0,0,0,1
41.59,228.12,20.29,0.0,70.96,2895,92.89,-20.0,0,19,9,83.91,4.89,139,0,0,0,1
85.0,200.73,72.3,65.42,78.86,3500,270.31,-20.0,11,25,9,44.45,8.16,80,0,0,1,0
15.0,247.58,120.0,81.57,36.35,3500,267.91,-69.56,2,25,3,81.41,8.41,14,0,1,0,0
40.35,224.74,120.0,96.19,54.47,370,42.83,-87.97,0,21,6,31.62,3.8,19,0,0,1,0
17.24,234.87,120.0,0.0,63.4,147,81.86,-47.97,2,25,12,58.71,6.3,230,0,0,1,0
45.05,250.0,20.0,0.0,77.08,66,210.9,-79.18,6,13,3,100.0,10.73,4,1,1,0,0
19.17,219.99,120.0,0.0,49.1,3021,468.91,-61.69,0,7,12,75.75,0.52,285,0,0,1,0
15.0,214.44,116.05,0.0,33.24,3500,500.0,-20.0,6,25,3,83.22,5.88,381,0,0,1,0
15.0,210.61,120.0,0.0,56.59,425,220.97,-96.84,1,16,9,52.01,4.27,58,0,0,0,1
54.45,180.0,35.21,38.02,90.57,2717,493.92,-24.79,5,0,9,74.45,12.55,233,0,0,1,0
15.0,250.0,50.01,55.87,64.95,1298,371.76,-20.0,2,21,12,52.45,8.21,0,0,0,0,1
15.0,189.04,120.0,43.87,10.0,1165,244.91,-56.38,1,15,12,50.85,0.95,43,0,1,0,0
15.0,250.0,110.75,0.0,71.85,3500,500.0,-38.71,1,4,9,100.0,7.15,681,0,0,1,0
34.67,250.0,120.0,22.06,18.7,3500,500.0,-91.29,1,25,3,100.0,16.44,2,0,0,0,1
15.0,240.76,56.69,0.0,69.77,4,267.05,-42.09,5,13,6,91.94,3.61,36,0,0,0,1
53.33,190.84,120.0,54.76,95.0,3500,169.07,-43.75,6,12,9,37.39,0.0,141,0,1,0,0
15.0,250.0,20.0,56.45,95.0,3500,60.63,-20.0,5,19,3,65.37,17.67,371,0,0,1,0
45.9,216.82,70.21,4.0,32.6,1434,241.71,-20.0,0,12,12,79.66,2.4,160,0,0,1,0
46.83,250.0,20.0,0.0,79.78,1252,381.0,-20.0,1,3,6,100.0,4.3,306,0,1,0,0
76.86,198.92,115.7,1.36,34.52,1182,215.08,-20.0,5,4,6,59.43,0.04,227,0,0,1,0
24.36,215.71,120.0,4.09,60.57,3500,500.0,-47.21,2,19,12,97.8,2.76,385,0,1,0,0
15.0,227.77,112.03,85.3,69.81,1417,468.76,-20.0,2,2,6,11.16,14.34,282,0,0,1,0
32.18,225.63,120.0,17.37,61.29,249,241.76,-48.24,5,10,6,59.4,0.78,66,0,0,0,1
23.36,221.22,120.0,39.88,42.05,136,423.36,-84.46,0,3,9,37.83,1.28,119,0,1,0,0
79.78,204.94,120.0,65.42,17.05,3500,178.72,-20.0,8,1,6,60.38,3.02,86,0,0,1,0
85.0,191.89,20.0,36.65,95.0,3500,195.09,-73.64,2,13,10,41.07,14.44,288,1,0,0,1
56.14,219.99,20.0,0.0,85.68,1936,192.4,-22.2,6,12,3,92.51,9.48,456,0,0,1,0
51.81,226.65,20.0,0.0,16.96,1597,175.77,-28.78,3,7,9,80.62,7.83,111,0,0,1,0
63.32,250.0,120.0,11.6,21.74,2310,340.27,-81.25,1,19,6,100.0,10.21,14,1,1,0,0
67.2,250.0,50.47,0.14,19.17,182,51.62,-69.81,0,25,12,64.36,1.41,192,0,1,0,0
15.0,196.14,120.0,27.37,89.87,2355,189.86,-48.23,1,9,3,65.34,1.08,46,0,0,0,1
85.0,250.0,40.99,0.0,40.3,3500,103.82,-68.78,1,25,9,100.0,11.74,239,1,0,0,1
69.87,196.91,20.0,0.0,40.17,2167,72.79,-42.43,4,22,3,100.0,1.42,233,0,0,1,0
15.0,230.82,20.0,0.0,55.38,1029,93.94,-45.08,0,10,12,70.49,8.48,104,0,1,0,0
78.61,236.5,20.0,0.0,71.77,3500,266.06,-20.0,0,0,3,24.59,13.23,62,0,0,1,0
15.0,194.9,20.0,17.25,65.47,19,218.69,-20.0,0,4,3,74.57,6.57,182,0,0,1,0
15.0,195.9,120.0,92.39,10.0,1624,260.51,-60.88,3,25,9,0.0,0.57,275,0,1,0,0
37.21,195.17,120.0,0.0,10.0,3180,500.0,-54.81,0,5,3,40.12,1.45,402,0,0,1,0
85.0,221.01,120.0,22.43,50.17,3500,78.99,-44.87,14,25,12,51.22,7.22,216,0,0,1,0
72.01,210.03,120.0,1.46,10.0,3330,456.53,-44.46,7,20,3,74.8,1.91,130,0,0,0,1
15.0,250.0,33.66,34.19,49.38,3500,500.0,-20.0,10,9,12,53.55,8.64,199,0,0,0,1
15.0,244.77,120.0,68.6,55.67,3500,428.12,-20.0,7,25,3,17.63,2.47,261,0,0,1,0
15.0,208.08,120.0,22.68,30.87,3500,95.84,-110.0,0,25,9,72.2,7.76,189,0,0,1,0
83.94,180.0,20.0,0.0,10.0,1135,289.28,-67.45,3,25,9,100.0,9.82,71,0,1,0,0
51.51,207.64,20.0,31.3,92.94,3500,197.88,-31.81,5,11,9,22.63,5.04,3,0,0,0,1
15.0,233.25,120.0,0.0,95.0,3500,208.13,-110.0,8,0,9,100.0,8.84,512,0,0,0,1
40.47,180.0,120.0,0.0,22.42,739,400.27,-110.0,2,24,3,100.0,7.7,120,0,0,1,0
70.01,200.88,20.0,0.0,30.98,2155,367.25,-20.0,2,25,3,100.0,7.41,483,0,0,0,1
17.76,204.02,20.0,63.51,30.17,3500,143.37,-40.7,0,4,12,52.12,12.98,241,0,0,1,0
25.19,188.71,120.0,0.0,71.89,1910,500.0,-92.01,3,12,3,62.69,1.24,70,0,0,0,1
21.17,213.82,20.0,10.76,28.49,553,232.38,-20.0,7,4,1,87.57,10.74,143,1,0,1,0
36.96,190.4,120.0,12.68,35.42,231,106.45,-20.0,3,0,3,42.8,6.26,53,0,0,1,0
44.72,200.76,120.0,0.0,95.0,1546,500.0,-65.32,4,22,9,52.79,0.03,36,0,0,1,0
85.0,180.0,20.0,18.55,10.0,3500,270.33,-20.0,6,25,9,88.72,0.05,290,0,0,1,0
15.0,194.5,120.0,0.0,85.96,2078,500.0,-43.11,0,18,6,6.4,5.92,67,0,0,0,1
25.31,219.44,101.86,11.37,83.15,843,156.23,-96.18,5,4,9,85.5,2.07,7,0,0,0,1
30.24,221.53,120.0,29.07,81.53,2387,395.44,-85.31,2,4,3,10.5,1.63,190,0,0,0,1
34.97,213.91,120.0,0.0,95.0,417,311.26,-62.43,4,16,3,48.77,2.31,420,0,0,0,1
73.96,180.0,20.0,0.0,51.27,3500,500.0,-62.73,7,25,9,82.07,6.04,100,0,0,0,1
15.0,215.24,30.91,0.0,16.93,2969,302.94,-37.01,3,22,12,8.42,12.27,35,0,0,1,0
29.68,218.26,73.39,3.92,10.0,1213,162.3,-91.58,0,25,6,74.3,2.84,60,0,0,1,0
67.07,225.08,20.0,16.13,10.0,1781,161.91,-20.0,1,6,9,91.93,1.93,531,0,0,0,1
15.0,215.87,72.25,69.91,10.0,3500,197.87,-33.04,4,15,3,27.9,8.36,34,0,0,0,1
27.1,216.45,20.0,38.9,82.37,469,125.05,-69.24,2,5,9,67.52,4.13,342,0,0,1,0
57.33,248.65,74.21,25.02,23.53,3500,265.72,-57.29,1,1,3,0.0,8.01,176,0,0,0,1
15.0,237.44,20.0,0.0,71.02,3500,61.22,-20.0,10,0,9,100.0,9.12,57,0,0,0,1
26.28,218.86,120.0,48.0,22.87,3194,203.64,-20.0,6,22,9,12.44,5.9,244,0,0,1,0
15.0,220.63,99.75,90.76,66.41,2209,64.23,-20.27,3,7,6,32.76,6.5,15,0,0,0,1
53.06,185.55,20.0,53.09,77.22,3440,500.0,-20.0,5,25,9,53.12,1.7,104,0,0,0,1
15.0,219.1,47.47,69.32,10.0,3500,6.78,-29.73,3,2,3,34.67,9.75,13,0,0,1,0
40.57,188.76,57.73,0.0,64.82,999,480.38,-60.05,1,14,9,52.0,2.48,369,0,0,0,1
42.77,250.0,76.86,0.0,32.18,1394,500.0,-35.71,8,25,6,100.0,1.68,179,0,0,1,0
15.0,250.0,120.0,0.0,51.3,51,476.49,-48.52,0,25,12,100.0,4.57,106,0,0,0,1
15.0,204.27,20.0,0.0,24.7,1619,500.0,-41.82,3,11,9,32.76,5.11,241,1,0,1,0
15.0,205.08,20.0,109.19,46.38,3348,193.9,-40.04,1,17,12,54.37,4.44,141,0,0,1,0
53.18,247.2,20.0,0.0,73.91,3056,151.44,-20.0,1,24,9,100.0,8.49,85,0,1,0,0
24.73,250.0,120.0,1.78,10.51,3500,106.88,-110.0,1,18,9,100.0,10.81,318,0,0,0,1
85.0,250.0,20.0,0.0,53.84,3013,261.93,-52.11,2,7,3,100.0,1.89,457,0,0,1,0
15.0,200.59,20.0,0.0,55.52,745,121.53,-20.0,2,17,3,57.09,1.8,260,0,0,1,0
15.0,210.34,21.94,80.75,10.0,3500,309.77,-38.0,6,12,6,37.69,8.03,48,0,0,1,0
17.48,240.97,20.0,45.91,27.1,648,6.78,-20.0,1,10,6,60.27,2.49,154,0,0,0,1
51.65,250.0,72.67,0.0,41.24,2575,141.76,-70.33,3,1,6,93.98,1.66,454,0,1,0,0
68.57,182.11,20.0,0.0,10.0,292,169.32,-28.0,0,15,12,100.0,0.23,186,0,0,1,0
15.0,250.0,118.25,72.1,33.52,3500,155.17,-59.13,0,15,9,76.81,2.52,216,0,1,0,0
75.2,218.23,20.0,17.64,85.36,3500,151.63,-56.02,4,1,3,14.82,19.74,139,1,0,1,0
51.01,218.11,38.67,16.48,22.36,494,147.52,-79.69,3,9,3,63.11,3.46,118,0,0,0,1
29.01,213.7,20.0,0.0,81.8,1475,5.87,-43.47,5,8,12,100.0,7.42,410,0,0,0,1
15.0,211.84,120.0,0.0,12.27,2186,500.0,-62.95,0,21,12,56.74,0.58,62,0,1,0,0
15.0,246.33,120.0,9.08,10.0,3344,73.26,-65.28,3,5,3,71.78,6.16,206,0,0,0,1
44.37,247.32,120.0,0.0,72.6,3265,500.0,-50.93,0,25,9,86.59,4.59,108,0,0,1,0
79.62,215.04,119.16,33.99,58.97,3500,185.7,-20.0,5,8,12,54.46,5.18,74,0,0,0,1
69.21,235.09,120.0,0.0,73.8,2280,80.03,-110.0,1,25,6,28.36,2.15,118,0,0,1,0
69.49,195.08,54.91,82.21,33.22,2851,78.16,-20.0,7,7,9,53.84,4.42,21,0,0,1,0
40.09,199.11,93.7,0.0,95.0,719,394.69,-45.59,0,0,3,71.23,0.42,214,0,0,0,1
85.0,216.51,20.0,19.96,10.0,3500,500.0,-20.0,6,6,12,62.65,2.24,374,0,1,0,0
15.0,250.0,120.0,82.01,56.06,3500,208.08,-30.46,5,25,5,41.48,14.47,149,1,0,0,1
85.0,180.0,30.93,0.0,43.41,43,266.85,-59.77,2,5,6,93.88,1.75,224,0,0,1,0
67.71,189.62,20.0,0.0,68.83,2158,369.94,-20.0,1,18,12,99.03,4.16,288,0,1,0,0
39.66,239.32,20.0,0.0,35.29,1824,335.95,-67.5,5,1,12,98.52,1.38,69,0,0,1,0
50.32,215.74,20.0,0.0,59.78,735,47.15,-42.08,9,25,6,100.0,4.38,408,0,0,1,0
32.81,199.99,20.0,0.0,10.0,468,183.79,-31.6,2,22,9,76.58,9.4,72,0,0,1,0
60.46,193.33,20.0,0.0,57.4,1823,500.0,-20.0,0,5,9,81.68,8.54,37,0,0,1,0
15.0,197.8,120.0,0.0,86.62,2032,39.95,-110.0,4,19,3,48.37,3.86,219,0,0,0,1
15.0,235.69,20.0,65.61,64.73,1078,468.34,-20.0,1,2,12,72.15,0.53,31,0,0,1,0
85.0,210.09,26.11,23.39,10.0,3500,464.81,-42.13,15,4,7,61.78,25.0,51,1,0,1,0
26.65,216.55,66.21,31.83,10.0,132,101.94,-20.0,0,7,3,95.47,5.52,69,0,1,0,0
26.42,195.23,68.37,30.07,46.68,886,133.44,-20.0,0,13,9,60.15,8.21,78,0,1,0,0
60.91,235.67,120.0,0.0,19.97,1939,383.65,-41.31,7,20,6,36.05,1.09,328,0,1,0,0
30.68,220.6,20.0,0.0,38.68,1440,353.55,-72.85,2,22,9,81.19,0.23,206,0,0,1,0
28.63,210.08,120.0,8.32,10.0,1986,17.56,-110.0,0,25,3,28.64,2.64,84,0,0,1,0
35.76,188.5,66.78,0.0,35.29,2212,203.55,-52.38,0,2,12,70.91,8.58,269,0,1,0,0
61.71,246.37,20.0,0.0,46.21,748,108.75,-55.88,2,0,9,78.32,1.03,483,0,0,1,0
15.0,206.24,20.0,0.0,27.95,2410,5.0,-34.08,4,1,6,88.57,2.99,127,0,0,0,1
47.33,220.99,20.0,0.0,33.01,1709,167.58,-20.0,2,3,9,100.0,2.84,147,0,0,0,1
15.0,211.51,20.0,41.93,57.37,1324,353.21,-70.42,0,11,6,51.87,4.61,32,0,0,0,1
55.06,180.0,120.0,29.45,62.24,3500,500.0,-110.0,0,2,12,11.83,1.63,529,0,0,1,0
73.51,250.0,93.82,42.11,14.93,1343,46.46,-61.85,7,12,10,97.92,10.27,475,1,0,0,1
19.76,231.63,74.36,0.0,76.78,1951,119.44,-49.35,1,25,9,53.78,4.3,266,0,0,1,0
40.16,180.0,46.01,0.0,70.92,2686,500.0,-97.14,1,25,12,59.97,9.15,27,0,0,1,0
76.95,180.0,120.0,0.0,16.25,1093,419.53,-59.33,5,5,9,39.59,1.49,265,0,0,1,0
15.0,250.0,26.67,45.05,60.0,299,94.25,-20.0,3,1,9,63.17,10.27,321,0,1,0,0
77.86,203.4,120.0,0.0,42.41,2054,89.82,-110.0,8,25,11,25.48,16.0,256,1,0,1,0
40.18,250.0,120.0,74.08,54.12,2145,337.65,-57.72,2,25,3,64.59,5.41,20,0,0,1,0
72.41,208.42,102.02,0.0,11.3,933,50.35,-109.29,6,6,3,100.0,6.52,27,0,0,1,0
15.0,180.0,53.84,8.68,18.82,1102,179.38,-98.38,1,6,6,86.41,1.82,74,0,0,1,0
27.86,236.46,102.89,0.0,10.0,313,84.6,-20.0,3,12,9,36.95,0.5,488,0,0,1,0
15.0,180.0,120.0,39.71,14.34,3500,249.52,-110.0,3,25,9,100.0,1.15,160,0,1,0,0
85.0,180.0,20.0,42.01,30.34,3352,245.79,-20.0,3,25,12,76.42,0.07,110,0,1,0,0
15.0,239.85,84.02,119.26,47.77,240,380.07,-81.82,2,12,3,57.65,0.1,81,0,0,1,0
68.18,191.74,20.0,0.0,10.0,1414,405.73,-20.0,0,20,12,88.12,4.49,90,0,0,1,0
15.0,250.0,120.0,4.93,85.24,3500,357.84,-20.0,2,19,12,100.0,20.32,56,0,0,0,1
23.73,249.15,120.0,81.31,73.44,3500,375.14,-32.61,4,13,12,82.9,4.29,413,0,0,1,0
35.34,216.94,38.26,0.0,34.3,496,161.69,-68.76,3,7,12,71.37,4.24,165,0,0,1,0
23.66,215.88,20.0,0.0,67.26,903,90.16,-51.09,1,20,3,66.02,5.18,77,0,0,1,0
48.85,239.42,71.69,22.2,66.03,2456,16.08,-20.0,3,16,6,54.83,5.91,70,0,0,1,0
22.59,250.0,110.91,94.37,53.93,2547,500.0,-32.92,5,7,3,41.98,9.04,585,0,0,0,1
29.93,250.0,20.0,45.3,85.05,3500,500.0,-20.0,5,7,9,62.08,11.04,141,0,0,1,0
15.0,239.91,104.14,0.0,95.0,147,468.64,-20.0,5,25,3,64.99,1.77,290,0,0,1,0
15.0,225.5,91.81,28.54,59.49,3500,198.21,-20.0,6,25,9,70.71,13.37,32,0,1,0,0
15.0,200.24,20.0,0.0,92.22,2582,500.0,-38.95,6,19,12,76.2,2.81,170,0,0,1,0
15.0,200.13,20.0,40.42,62.39,3500,90.05,-20.0,4,11,3,34.59,13.45,66,0,1,0,0
33.08,229.82,120.0,0.0,84.47,3279,114.63,-80.07,0,8,12,25.15,0.94,77,0,0,1,0
80.91,187.18,72.27,0.0,75.01,2154,299.66,-44.96,1,4,9,100.0,9.89,15,0,0,1,0
15.0,187.12,44.81,23.62,16.95,124,17.16,-89.23,0,20,12,71.12,2.49,75,0,0,0,1
15.0,213.58,43.48,120.0,17.02,3500,500.0,-20.0,5,8,9,6.34,9.72,97,0,0,1,0
47.75,180.85,120.0,0.0,95.0,3500,500.0,-110.0,4,15,12,21.78,1.41,360,0,0,1,0
60.24,250.0,120.0,0.0,48.5,3500,5.0,-20.0,6,25,3,100.0,1.15,60,0,1,0,0
36.46,184.66,120.0,0.0,95.0,1978,361.45,-110.0,2,4,9,87.49,7.53,138,0,1,0,0
36.66,185.04,39.83,0.0,26.35,3500,446.65,-60.53,4,25,6,52.0,9.86,74,0,0,0,1
71.62,186.93,97.75,0.0,34.54,48,500.0,-76.86,2,25,9,100.0,2.02,335,0,0,0,1
85.0,205.48,120.0,44.64,10.0,3500,289.94,-40.56,10,24,3,51.91,1.03,105,0,0,0,1
